h3_index,latitude,longitude,gpu_count,construction_years,ng_configuration,ng_nameplate_mw,ng_base_lcoe,idling_cost_npv_millions,ng_total_lcoe,capex_npv,opex_npv,energy_npv,gas_price,state,facility_load_mw,annual_pue,eue_total_mwh,diesel_capacity_mw,used_cached_facility
8426a47ffffffff,43.851509865554576,-105.54789318104356,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.1430462502798236,5903.577395405712,0.8443484774187917,592538617.3288156,611627827.5642415,8418021.741482185,5.92,Wyoming,122.53985189394464,1.0983964315423609,2405.7133732402062,148.0,True
8426a49ffffffff,44.57088642709298,-105.07862451031023,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.14300185266640844,5903.577395405712,0.8439775083796702,592541801.0852699,611811728.201746,8421943.540105771,5.92,Wyoming,122.59694091524335,1.0989081538621253,2406.792552491519,148.0,True
8426a4bffffffff,44.24818738329719,-104.7323302998978,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.14304662055151157,5903.577395405712,0.8443515721577838,592538590.1868169,611626293.6384938,8417989.03869726,5.92,Wyoming,122.53937584451825,1.0983921644326564,2405.7043742654146,148.0,True
8426a4dffffffff,44.53349157156837,-105.6625685401396,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.14301689207908175,5903.577395405712,0.8441031689002366,592540723.5479193,611749417.5563927,8420614.681225173,5.92,Wyoming,122.57759692025053,1.098734762310369,2406.4268843199716,148.0,True
8426a51ffffffff,43.59627205365319,-104.0474659765114,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.14287021271716477,5903.577395405712,0.8428776327313854,592551260.071837,612357908.257729,8433592.597183872,5.92,Wyoming,122.76651445317091,1.100428140756714,2409.998076768166,148.0,True
8426a53ffffffff,43.26713504528761,-103.7088868468905,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.13987549244543282,5903.577395405712,0.8393062578001449,592556908.3217784,588068589.2616994,8440545.780698894,5.57,South Dakota,122.86773087958183,1.10133540284219,2411.911416054596,148.0,True
8426a55ffffffff,43.56331537883852,-104.62490092972706,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.14298371704114934,5903.577395405712,0.8438259750072388,592543103.9012103,611886894.7762648,8423546.566011092,5.92,Wyoming,122.62027591758145,1.0991173191491894,2407.233664456302,148.0,True
8426a57ffffffff,43.23560360179005,-104.28410243588957,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.14289575182832548,5903.577395405712,0.8430910064660933,592549425.2727208,612251842.3817202,8431330.19868838,5.92,Wyoming,122.73358106512838,1.100132939519358,2409.37552223417,148.0,True
8426a59ffffffff,43.954738651919904,-103.80912092467042,100000,3.0,4× Siemens SGT-A45 SC,176.0,0.13999995412584915,5903.577395405712,0.8414986115898074,446072291.01171523,732120362.3044657,8415664.566983191,5.57,South Dakota,122.5055388661496,1.098088863786215,3033.44831159231,148.0,True
8426a5bffffffff,43.62627924205387,-103.4702382769969,100000,3.0,4× Siemens SGT-A45 SC,176.0,0.13980198513027223,5903.577395405712,0.8394851540900469,446090022.8795036,733489357.9921972,8437500.93943608,5.57,South Dakota,122.82340759213444,1.1009381072684319,3062.170839685104,148.0,True
8426a5dffffffff,43.92330285661529,-104.38861218021046,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.14301956133128185,5903.577395405712,0.844125473846453,592540530.839728,611738358.1333076,8420378.84722298,5.92,Wyoming,122.57416392083714,1.0987039903268314,2406.3619887997393,148.0,True
8426a61ffffffff,43.76782521206066,-106.70678145357702,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.14308230692817023,5903.577395405712,0.8446497605943116,592536033.4105339,611478589.0602777,8414839.320945865,5.92,Wyoming,122.49352588610563,1.0979811844132716,2404.8376520363972,148.0,True
8426a63ffffffff,43.446739503844526,-106.3572766399096,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.14307806629527725,5903.577395405712,0.844614325975294,592536337.4009199,611496136.0515983,8415213.488891423,5.92,Wyoming,122.4989725915241,1.098030006422625,2404.9406135400613,148.0,True
8426a65ffffffff,43.72153183552881,-107.2857822504508,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.14308557522683227,5903.577395405712,0.8446770731163484,592535797.2751447,611465063.7084546,8414550.936213573,5.92,Wyoming,122.48932791377094,1.0979435555295993,2404.758295891588,148.0,True
8426a67ffffffff,43.4019851818698,-106.93436795958664,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.1430860696091534,5903.577395405712,0.8446812039623707,592535761.9905463,611463018.4753017,8414507.322443264,5.92,Wyoming,122.48869303480313,1.0979378647377311,2404.7462944910817,148.0,True
8426a69ffffffff,44.1315324443552,-106.47745932736962,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.14307342364534453,5903.577395405712,0.8445755346333667,592536668.5333048,611515345.6884782,8415623.136316568,5.92,Wyoming,122.50493576628743,1.098083457849075,2405.0533380942775,148.0,True
8426a6bffffffff,43.81115279875584,-106.12744568079408,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.14306307471245217,5903.577395405712,0.8444890613580591,592537409.5098709,611558175.8685396,8416536.466859581,5.92,Wyoming,122.51823097897612,1.0982026306238755,2405.3046634340544,148.0,True
8426a6dffffffff,44.08666109056955,-107.05874798365288,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.1430877462962025,5903.577395405712,0.8446952133082666,592535642.5657518,611456082.5954105,8414359.414598705,5.92,Wyoming,122.48653996298619,1.097918565494554,2404.7055940135015,148.0,True
8426a81ffffffff,40.83242693496601,-103.0891542605704,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.15755193898605532,5903.577395405712,0.8564663370181387,592561970.3045466,738244875.5972306,8446781.769023895,7.7,Colorado,122.95850720556733,1.1021490841955615,2413.627401462742,148.0,True
8426a83ffffffff,40.49163857404877,-102.76392134210204,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.15754892771886514,5903.577395405712,0.8564415496682989,592562184.7263368,738260690.1198014,8447044.9536851,7.7,Colorado,122.96233834433067,1.102183424935177,2413.6998231888156,148.0,True
8426a85ffffffff,40.80181558546503,-103.6497135170132,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.1397322710808177,5903.577395405712,0.8399509966387383,592549194.5657315,585540232.1403857,8431047.585455326,5.54,Nebraska,122.72946710762324,1.100096063709788,2409.2977542591843,148.0,True
8426a87ffffffff,40.46230083416648,-103.32228181629776,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.15763129956171248,5903.577395405712,0.8571195895792255,592556343.7682042,737828439.1960012,8439851.645347636,7.7,Colorado,122.85762645769391,1.1012448309933347,2411.720407657537,148.0,True
8426a89ffffffff,41.20049953830922,-102.85442419239844,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.1394866101984441,5903.577395405712,0.8378920822936254,592566969.8607178,586504546.3731599,8452936.91313053,5.54,Nebraska,123.04810669466063,1.1029522168709076,2415.321140597833,148.0,True
8426a8bffffffff,40.8602813713486,-102.52897371654436,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.13947240158250607,5903.577395405712,0.8377730063044905,592568001.2566706,586560459.6061794,8454206.333898442,5.54,Nebraska,123.06658545815972,1.1031178528462495,2415.670452912259,148.0,True
8426a8dffffffff,41.17136866887658,-103.41684419627424,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.1396980828475191,5903.577395405712,0.8396644449646371,592551661.7734185,585674162.6586089,8434087.286065796,5.54,Nebraska,122.77371556338255,1.100492688523317,2410.1342025687154,148.0,True
8426a91ffffffff,40.17444009933138,-101.8854903610831,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.15758752134897389,5903.577395405712,0.8547243149556553,594027033.875616,740474512.1132218,8468319.918768283,7.7,Colorado,123.27203474930614,1.104959415119831,2419.554152565156,150.0,True
8426a93ffffffff,39.82891053751585,-101.56744130865214,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.13964219199292432,5903.577395405712,0.8371178491630842,594023692.6955689,587936537.198462,8464205.646055177,5.54,Nebraska,123.21214391219523,1.104422578484663,2418.422009338954,150.0,True
8426a95ffffffff,40.14904966344067,-102.44113863391786,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.157420738716513,5903.577395405712,0.8553864538566432,592571293.5811199,738934673.6830326,8458262.730312554,7.7,Colorado,123.1256337988594,1.1036471376928574,2416.7866700527507,148.0,True
8426a97ffffffff,39.80470700951609,-102.12079880913248,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.15754028946312373,5903.577395405712,0.8543366139089121,594030394.055062,740723046.9592916,8472457.715819966,7.7,Colorado,123.33226802660714,1.1054993212468986,2420.6927690911193,150.0,True
8426a99ffffffff,40.542129356997705,-101.64861809252864,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.13936757708660485,5903.577395405712,0.8348228004088795,594043663.7782547,589019242.57319,8488795.823839815,5.54,Nebraska,123.5700993601987,1.10763114272447,2425.1886009460923,150.0,True
8426a9bffffffff,40.19713424224952,-101.33044066855048,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.13918642690740404,5903.577395405712,0.8333090747000241,594056895.502649,589736554.0425023,8505092.600248216,5.54,Nebraska,123.80732903585914,1.1097575711897738,2429.6730593926427,150.0,True
8426a9dffffffff,40.51824608579584,-102.20599838518116,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.1574811448203332,5903.577395405712,0.8558836284348865,592566999.7169163,738616878.5996346,8452973.083446082,7.7,Colorado,123.04863322039873,1.1029569364293443,2415.3310937488754,148.0,True
8426aa1ffffffff,40.39541901621082,-104.43989236154952,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.15778686541035566,5903.577395405712,0.858400241178211,592545337.687708,737013880.2013168,8426298.440185407,7.7,Colorado,122.66033452803737,1.0994763879263854,2407.990910249923,148.0,True
8426aa3ffffffff,40.056641369094926,-104.11063529021015,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.1578513367489055,5903.577395405712,0.8589310285370115,592540785.9745164,736676982.5342693,8420693.773554642,7.7,Colorado,122.57874825516461,1.0987450823992346,2406.448648517751,148.0,True
8426aa5ffffffff,40.35787129893384,-104.9989301305669,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.15783414836474807,5903.577395405712,0.8587895149577218,592541999.2218609,736766762.6729628,8422187.312867472,7.7,Colorado,122.6004894779617,1.0989399617072197,2406.8596325564863,148.0,True
8426aa7ffffffff,40.02041474653222,-104.66763591885046,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.1578109787917747,5903.577395405712,0.8585987598381989,592543635.884386,736887830.1591887,8424201.384605229,7.7,Colorado,122.62980801146374,1.0992027608870698,2407.4138538816114,148.0,True
8426aa9ffffffff,40.76844379408036,-104.21054446945844,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.14298010653492682,5903.577395405712,0.8437958096239684,592543361.7501985,611901860.0273861,8423865.745850215,5.92,Wyoming,122.624922169565,1.0991589662257926,2407.3214946314024,148.0,True
8426aabffffffff,40.43022853505588,-103.88097416351918,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.15770404582785977,5903.577395405712,0.8577184343088626,592551192.21684,737447241.291996,8433508.642895453,7.7,Colorado,122.76529234346572,1.1004171862719616,2409.9749746829198,148.0,True
8426aadffffffff,40.732309726054346,-104.77153978955408,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.15787992349226407,5903.577395405712,0.8591663896718169,592538769.3240087,736527728.4154125,8418210.931072209,7.7,Colorado,122.5426058978013,1.098421117291216,2405.765433404359,148.0,True
8426ab1ffffffff,39.74826804153102,-103.22906342463804,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.15780274187280743,5903.577395405712,0.8585309477407875,592544216.7231593,736930880.8282379,8424917.601387333,7.7,Colorado,122.64023386935511,1.0992962139550038,2407.6109385269174,148.0,True
8426ab3ffffffff,39.40461575544044,-102.90671189815606,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.15773742244926345,5903.577395405712,0.8579932010808002,592548830.8629481,737272514.4186931,8430601.468141656,7.7,Colorado,122.72297304628395,1.1000378536361586,2409.174994119061,148.0,True
8426ab5ffffffff,39.71602249935919,-103.78376433748684,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.15781597710324272,5903.577395405712,0.8586399102511239,592543283.0384021,736861708.7057586,8423766.820988398,7.7,Colorado,122.62348213551803,1.0991460583575845,2407.2942730250534,148.0,True
8426ab7ffffffff,39.373608889652175,-103.4592747052594,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.15782636425350408,5903.577395405712,0.8587254300773477,592542547.4902357,736807428.6163503,8422863.837700497,7.7,Colorado,122.61033754623566,1.0990282357085548,2407.045794986757,148.0,True
8426ab9ffffffff,40.12095619463482,-102.99728178984276,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.15767517202732384,5903.577395405712,0.8574807422088976,592553236.0093465,737598481.9252441,8436025.157493317,7.7,Colorado,122.80192486065108,1.1007455449694215,2410.6674555062104,148.0,True
8426abbffffffff,39.77782813149613,-102.67470713119272,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.1576119196459153,5903.577395405712,0.8569600608169348,592557717.1533413,737930077.5380125,8441542.985329883,7.7,Colorado,122.88224703451013,1.1014655196370655,2412.1858214104964,148.0,True
8426abdffffffff,40.09015458400398,-103.55381557397928,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.15766776583572364,5903.577395405712,0.8574197753408587,592553759.8499225,737637287.4471966,8436670.870842837,7.7,Colorado,122.81132441088337,1.1008297986409714,2410.8451393997443,148.0,True
8426ac1ffffffff,41.9042423660056,-102.94624334392248,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.13951181202667037,5903.577395405712,0.8381032870301096,592565143.2042013,586405413.0406873,8450686.283248229,5.54,Nebraska,123.01534462051606,1.102658551220312,2414.701824486916,148.0,True
8426ac3ffffffff,41.56648626760021,-102.61808299234416,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.1394532330005504,5903.577395405712,0.8376123678123643,592569390.927007,586635912.0018237,8455919.433034418,5.54,Nebraska,123.09152277964078,1.1033413806578445,2416.1418542309966,148.0,True
8426ac5ffffffff,41.875302525552215,-103.51277931482316,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.1395994636096347,5903.577395405712,0.8388378858003955,592558791.9764922,586060991.5224292,8442867.565700136,5.54,Nebraska,122.9015287478838,1.1016383529222076,2412.5503122447976,148.0,True
8426ac7ffffffff,41.53885490043698,-103.18235713167785,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.13958505910066676,5903.577395405712,0.8387171577163436,592559836.9434443,586117556.4629484,8444151.551752735,5.54,Nebraska,122.92021953599901,1.1018058893983105,2412.903632555179,148.0,True
8426ac9ffffffff,42.26750012514445,-102.70849394970088,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.13963202427995539,5903.577395405712,0.8391107821668314,592556436.0509999,585933193.4327902,8439966.659231236,5.54,Nebraska,122.85930069716431,1.101259838181865,2411.7520565535438,148.0,True
8426acbffffffff,41.93035572130504,-102.3801221415551,100000,3.0,4× Siemens SGT-A45 SC,176.0,0.13943520396819692,5903.577395405712,0.8386770732104244,446094346.59990567,731132811.0966187,8442825.944910098,5.54,Nebraska,122.90092288042426,1.1016329221774723,3069.175099190744,148.0,True
8426acdffffffff,42.240075508647294,-103.27691900796276,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.13972119580904924,5903.577395405712,0.8398581653517512,592549995.2546948,585583611.6252798,8432032.091180192,5.54,Nebraska,122.74379840652205,1.1002245235318502,2409.568665199048,148.0,True
8426ad1ffffffff,41.25043140259544,-101.7309710715762,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.1394756639130587,5903.577395405712,0.8357260743777217,594035789.8844151,588592420.1827272,8479100.77563299,5.54,Nebraska,123.42897002983425,1.1063661179144806,2422.5207702210914,150.0,True
8426ad3ffffffff,40.90774201080154,-101.41017454028682,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.1394176645340325,5903.577395405712,0.8352413701116806,594040013.1794218,588821344.1813387,8484300.474507077,5.54,Nebraska,123.50466124916005,1.1070445826255242,2423.9515951248068,150.0,True
8426ad5ffffffff,41.22685174990792,-102.29243064763916,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.13942850457459355,5903.577395405712,0.8374051342093586,592571187.7273246,586733294.59111,8458130.465621632,5.54,Nebraska,123.12370844203161,1.1036298795924402,2416.750274173251,148.0,True
8426ad7ffffffff,40.88538410468973,-101.96927846730064,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.1396000997038909,5903.577395405712,0.8367660465120482,594026746.1704291,588102123.9808503,8467965.801304735,5.54,Nebraska,123.26687991568033,1.104913209328227,2419.4567084442656,150.0,True
8426ad9ffffffff,41.61335664192053,-101.49106850392846,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.139656653225677,5903.577395405712,0.8372387154386165,594022645.0144169,587879679.8327022,8462914.566177052,5.54,Nebraska,123.1933498603494,1.1042541163952888,2418.066736988181,150.0,True
8426adbffffffff,41.27124626945617,-101.17015235954476,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.13954020440543388,5903.577395405712,0.8362654611894187,594031097.03283,588337976.6544493,8473321.92700469,5.54,Nebraska,123.34484821632788,1.1056120848522386,2420.930578032582,150.0,True
8426addffffffff,41.59131784904589,-102.05428397476857,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.1394527341710339,5903.577395405712,0.8376081849112955,592569428.9258051,586637878.4248941,8455964.053773535,5.54,Nebraska,123.09217231689914,1.1033472028405524,2416.154132723713,148.0,True
8426ae1ffffffff,41.47517333789561,-104.31189444451248,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.14301860526647428,5903.577395405712,0.8441174863747176,592540598.6947249,611742317.6308175,8420463.296238314,5.92,Wyoming,122.5753932322062,1.0987150093643132,2406.3852270212524,148.0,True
8426ae3ffffffff,41.13945473392828,-103.97958265785392,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.14299888146930684,5903.577395405712,0.8439526808070267,592542015.50706,611824042.5814024,8422206.143947821,5.92,Wyoming,122.6007635991113,1.0989424188155634,2406.864814390931,148.0,True
8426ae5ffffffff,41.43911770988754,-104.87693851461664,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.14307816972084816,5903.577395405712,0.8446151912265611,592536329.2583203,611495707.0369198,8415204.350491483,5.92,Wyoming,122.4988395652372,1.0980288140301373,2404.938098884784,148.0,True
8426ae7ffffffff,41.10475503121255,-104.54253120771902,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.143056615448573,5903.577395405712,0.8444350873059454,592537873.6380496,611584914.7174851,8417106.64396643,5.92,Wyoming,122.52653095970466,1.0982770282102379,2405.4615616744654,148.0,True
8426ae9ffffffff,41.84353173025608,-104.07961962860188,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.14291184788336345,5903.577395405712,0.843225491566332,592548266.3093739,612185016.1423134,8429904.869993161,5.92,Wyoming,122.71283277383426,1.09994696043773,2408.983308022831,148.0,True
8426aebffffffff,41.50841845077452,-103.7469974164514,100000,3.0,4× Siemens SGT-A45 SC,176.0,0.13957819112123676,5903.577395405712,0.8401317842062411,446081508.43449336,730146352.115452,8427017.50969305,5.54,Nebraska,122.67080191261704,1.0995702132223375,3048.381433685886,148.0,True
8426aedffffffff,41.808927250586,-104.64665350272035,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.14302623135063675,5903.577395405712,0.8441812049953502,592540053.1405499,611710730.3382267,8419789.657510368,5.92,Wyoming,122.56558717652142,1.0986271119464104,2406.199858773707,148.0,True
8426b01ffffffff,42.82035419731284,-109.45425968017288,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.14308778371071038,5903.577395405712,0.8446955259904583,592535639.8515519,611455927.7563742,8414356.1133221,5.92,Wyoming,122.48649190680877,1.097918134738902,2404.7046855861295,148.0,True
8426b03ffffffff,42.50410761009811,-109.09895735532692,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.14308772116489474,5903.577395405712,0.8446950020181269,592535645.2799517,611456187.8747779,8414361.647197146,5.92,Wyoming,122.48657246257939,1.0979188568074343,2404.706208367818,148.0,True
8426b05ffffffff,42.7597252528535,-110.02585889519165,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.14308772805878753,5903.577395405712,0.8446950589239705,592535645.2799517,611456160.059574,8414361.047404893,5.92,Wyoming,122.48656373149551,1.097918778545618,2404.7060433202423,148.0,True
8426b07ffffffff,42.44507608769917,-109.66903015266676,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.14308770196359652,5903.577395405712,0.8446948435204387,592535645.2799517,611456265.3474295,8414363.317776209,5.92,Wyoming,122.48659678094268,1.0979190747871612,2404.7066680686935,148.0,True
8426b09ffffffff,43.19365033746298,-109.2377874162392,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.1430877260509301,5903.577395405712,0.8446950423500519,592535645.2799517,611456168.1607963,8414361.222095344,5.92,Wyoming,122.4865662744376,1.0979188013394967,2404.7060913906116,148.0,True
8426b0bffffffff,42.87811309278811,-108.88178435119087,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.1430874823651495,5903.577395405712,0.8446930077806606,592535661.565151,611457174.6602163,8414382.7001782,5.92,Wyoming,122.48687892759688,1.097921603832801,2404.7120016128342,148.0,True
8426b0dffffffff,43.134288093642446,-109.81182920113952,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.1430877860544136,5903.577395405712,0.8446955453366276,592535639.8515519,611455918.3001043,8414355.909412147,5.92,Wyoming,122.48648893852281,1.0979181081324174,2404.704629475296,148.0,True
8426b11ffffffff,42.24020181482048,-108.1766909487856,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.14308716894035226,5903.577395405712,0.844690389863136,592535683.27875,611458470.3082814,8414410.338141024,5.92,Wyoming,122.4872812491844,1.097925210076723,2404.7196068773796,148.0,True
8426b13ffffffff,41.917902959303646,-107.82760871128993,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.14308694799757157,5903.577395405712,0.8446885430273623,592535699.5639491,611459385.0541071,8414429.837713012,5.92,Wyoming,122.48756510146431,1.0979277544108845,2404.724972663724,148.0,True
8426b15ffffffff,42.18558482735904,-108.74592779788432,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.14308768644554132,5903.577395405712,0.844694711583185,592535647.9941516,611456331.8396823,8414364.71399004,5.92,Wyoming,122.48661710541337,1.0979192569672906,2404.707052271235,148.0,True
8426b17ffffffff,41.864823333457,-108.39517581784636,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.14308756631551522,5903.577395405712,0.8446937084373585,592535656.1367512,611456828.1781783,8414375.304001369,5.92,Wyoming,122.48677126258468,1.097920638768266,2404.709966373053,148.0,True
8426b19ffffffff,42.61359429700888,-107.95652212165128,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.1430870808968835,5903.577395405712,0.8446896515770652,592535691.4213495,611458837.1883372,8414418.136584617,5.92,Wyoming,122.4873947699322,1.0979262276296442,2404.7217528107453,148.0,True
8426b1bffffffff,42.29196888571752,-107.60683916851065,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.1430877070389292,5903.577395405712,0.8446948854149235,592535645.2799517,611456244.8696715,8414362.876204723,5.92,Wyoming,122.48659035305425,1.0979190171702342,2404.70654655945,148.0,True
8426b1dffffffff,42.56028455123768,-108.5280840534358,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.1430876998680096,5903.577395405712,0.8446948262223543,592535645.2799517,611456273.8026237,8414363.500099523,5.92,Wyoming,122.48659943499523,1.097919098576988,2404.7067182394335,148.0,True
8426b21ffffffff,42.31850857366455,-110.8063315977286,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.14308772862880925,5903.577395405712,0.8446950636292322,592535645.2799517,611456157.759673,8414360.997811053,5.92,Wyoming,122.48656300956556,1.0979187720745371,2404.7060296732784,148.0,True
8426b23ffffffff,42.004759061680254,-110.44884141113408,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.14308769046072642,5903.577395405712,0.8446947447266494,592535647.9941516,611456315.6393625,8414364.364654947,5.92,Wyoming,122.48661202019595,1.0979192113855099,2404.7069561431003,148.0,True
8426b25ffffffff,42.25100656714856,-111.37334173486646,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.14399022124480768,5903.577395405712,0.8454919392621386,592536673.9617046,619231442.1632977,8415627.850621829,6.03,Idaho,122.50500439170634,1.0980840729788803,2405.0546353512023,148.0,True
8426b27ffffffff,41.93887583358183,-111.0145159647301,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.16925980988328643,5903.577395405712,0.8708652367767895,592535661.565151,831681354.5459757,8414383.881756688,9.06,Utah,122.4868961276538,1.0979217580069807,2404.7123267531874,148.0,True
8426b29ffffffff,42.69624168440415,-110.59647051084822,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.14308775631040704,5903.577395405712,0.8446952959708188,592535642.5657518,611456042.1905172,8414358.543329123,5.92,Wyoming,122.48652728004842,1.0979184518099578,2404.705354262268,148.0,True
8426b2bffffffff,42.38320436564814,-110.23819151805117,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.14308750165641032,5903.577395405712,0.8446931670209216,592535661.565151,611457096.8242676,8414381.021764662,5.92,Wyoming,122.48685449518834,1.0979213848308198,2404.71153975611,148.0,True
8426b2dffffffff,42.62992066886603,-111.16598420997262,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.14308758058356602,5903.577395405712,0.8446938300563984,592535653.4225513,611456766.7292639,8414374.016539188,5.92,Wyoming,122.4867525211951,1.0979204707782193,2404.7096120962,148.0,True
8426b31ffffffff,41.750212525021226,-109.52824157596876,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.14308768345331402,5903.577395405712,0.8446946868837562,592535647.9941516,611456343.9126105,8414364.974324258,5.92,Wyoming,122.48662089505864,1.0979192909360997,2404.707123908591,148.0,True
8426b33ffffffff,41.43033151727588,-109.176583954843,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.14308770256701903,5903.577395405712,0.844694848501408,592535645.2799517,611456262.9127631,8414363.26527636,5.92,Wyoming,122.48659601671041,1.0979190679369,2404.70665362207,148.0,True
8426b35ffffffff,41.68870775065004,-110.09352178882018,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.14308752646986517,5903.577395405712,0.8446933756872929,592535658.850951,611456992.8269445,8414378.816810852,5.92,Wyoming,122.48682239801376,1.0979210971250533,2404.710933008893,148.0,True
8426b37ffffffff,41.37039127736718,-109.74038010312006,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.14308665995689743,5903.577395405712,0.8446861346448656,592535721.2775482,611460578.2939823,8414455.267417766,5.92,Wyoming,122.48793527777772,1.0979310725178955,2404.731970271805,148.0,True
8426b39ffffffff,42.12812951444521,-109.31443854096074,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.1430876891543137,5903.577395405712,0.8446947339428267,592535647.9941516,611456320.910428,8414364.478317404,5.92,Wyoming,122.48661367476292,1.0979192262163622,2404.7069874201184,148.0,True
8426b3bffffffff,41.8089224101044,-108.96208999423722,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.14308768458203913,5903.577395405712,0.8446946962008509,592535647.9941516,611456339.3584723,8414364.876121234,5.92,Wyoming,122.4866194655323,1.0979192781224183,2404.7070968856165,148.0,True
8426b3dffffffff,42.06784922767837,-109.88211285829156,100000,3.0,2× GE 6F.03 CC,258.21495652173917,0.1430876590606906,5903.577395405712,0.8446944855341254,592535647.9941516,611456442.3310934,8414367.09656821,5.92,Wyoming,122.4866517882385,1.0979195678497569,2404.7077078961593,148.0,True
