h3_index,gpu_count,latitude,longitude,annual_pue,facility_load_mw,annual_energy_mwh,ac_coupled_base_lcoe,ac_coupled_total_lcoe,ac_topology,ac_retried,ac_coupled_solar_to_battery_mw_ratio,dc_coupled_base_lcoe,dc_coupled_total_lcoe,dc_topology,dc_retried,dc_coupled_solar_to_battery_mw_ratio,grid_base_lcoe,grid_total_lcoe,natural_gas_base_lcoe,natural_gas_total_lcoe,ng_config,ng_turbine_class,ng_cycle_type,ng_n_units,ng_nameplate_mw,ng_efficiency_net,ng_aux_load_fraction,diesel_capacity_mw,eue_total_mwh,ng_construction_years,natural_gas_threeyr_base_lcoe,natural_gas_threeyr_total_lcoe,ng_threeyr_construction_years
8448ee3ffffffff,100000,31.974343667327208,-110.45135870334568,1.1082874396673328,126.89698821266708,877050.4692491016,0.2746843055575405,0.7150891195565549,mv_coupled,False,0.9981966366837082,0.2054685256394347,0.6503643421916151,mv_coupled,False,1.2759595055787805,0.0684,1.0549444369894156,0.1594021608105492,1.1604796379415845,2x GE 6F.03 CC,f_class,CC,2,258.2149565217392,0.4854741342625945,0.023,156.0,2476.094567239506,4.05,0.1487565569861816,0.850820591446458,3.0
8448ee3ffffffff,750000,31.974343667327208,-110.45135870334568,1.1082874396673328,951.727411595003,6577878.519368262,0.2746843055575405,0.7150891195565549,mv_coupled,False,0.9981966366837082,0.2054685256394347,0.6503643421916151,mv_coupled,False,1.2759595055787805,0.0684,1.0549444369894159,0.1314764276632856,1.132553904794321,3x GE 7HA.02 CC,h_class,CC,3,1574.205295774648,0.5195585897458046,0.025,1154.0,43819.05220031939,4.05,0.1237573675618844,0.8258214020221608,3.0
8448ee5ffffffff,24000,31.696060736158937,-109.61278279295853,1.1078128265724358,31.6921198907331,210401.97146195275,0.2319598760430662,0.6730515808762656,lv_direct,False,1.2076987530906775,0.1903549346286455,0.6354413550223195,lv_direct,False,1.5006261060180943,0.0684,1.0553670958513302,0.1928531430164875,1.1798202388678178,1x GE LM6000PC SC,aero,SC,1,51.0,0.3723185280142995,0.02,42.0,15270.998615640492,4.0,0.1885988317143128,0.8909636469348572,3.0
8448ee5ffffffff,50000,31.696060736158937,-109.61278279295853,1.1078128265724358,66.02524977236062,438337.4405457349,0.2319598760430662,0.6730515808762656,lv_direct,False,1.2076987530906775,0.1903549346286455,0.6354413550223196,lv_direct,False,1.5006261060180943,0.0684,1.0553670958513302,0.1657727837253804,1.1527398795767105,2x Siemens SGT-800 SC,aero,SC,2,124.0,0.3821635185001308,0.02,82.0,2251.3067141928777,4.0,0.1624505815733703,0.8648153967939147,3.0
8448ee5ffffffff,100000,31.696060736158937,-109.61278279295853,1.1078128265724358,132.05049954472125,876674.8810914698,0.2408206142773609,0.6820744561839585,mv_coupled,False,1.1707239719412468,0.1953404061018059,0.64042682649548,mv_coupled,False,1.4952028725320818,0.0684,1.0553670958513302,0.1604304713171259,1.1619368336066072,2x GE 6F.03 CC,f_class,CC,2,258.2149565217392,0.4854588266793648,0.023,162.0,2475.0732212975336,4.05,0.1496972905362088,0.8520621057567532,3.0
8448ee5ffffffff,750000,31.696060736158937,-109.61278279295853,1.1078128265724358,990.3787465854092,6575061.608186023,0.2408206142773609,0.6820744561839585,mv_coupled,False,1.1707239719412468,0.1953404061018059,0.6404268264954799,mv_coupled,False,1.4952028725320818,0.0684,1.05536709585133,0.1324111306540536,1.133917492943535,3x GE 7HA.02 CC,h_class,CC,3,1574.205295774648,0.5195315726507622,0.025,1198.0,43777.61290233954,4.05,0.1246128616131389,0.8269776768336833,3.0
8448ee7ffffffff,24000,32.040196596364744,-109.93527484409812,1.1061131924595542,31.54681134510976,210079.1675012686,0.2206140799810413,0.6627783400490113,lv_direct,False,1.13177130345802,0.1839125958421276,0.6296829282155505,lv_direct,False,1.189985400992427,0.0684,1.0568836521638634,0.1930097932099891,1.1814934453738524,1x GE LM6000PC SC,aero,SC,1,51.0,0.3722857744153922,0.02,42.0,15248.431919735698,4.0,0.1887496809073854,0.8921937375724537,3.0
8448ee7ffffffff,50000,32.040196596364744,-109.93527484409812,1.1061131924595542,65.72252363564533,437664.9322943096,0.2206140799810413,0.6627783400490113,lv_direct,False,1.13177130345802,0.1839125958421276,0.6296829282155505,lv_direct,False,1.189985400992427,0.0684,1.0568836521638632,0.1659085344355679,1.154392186599431,2x Siemens SGT-800 SC,aero,SC,2,124.0,0.382134463719878,0.02,82.0,2247.9798489834484,4.0,0.1625813708286851,0.8660254274937531,3.0
8448ee7ffffffff,100000,32.040196596364744,-109.93527484409812,1.1061131924595542,131.44504727129066,875329.8645886191,0.2321128804213883,0.6746297564960484,mv_coupled,False,1.5184939176720549,0.1881166684784442,0.6338870008518671,mv_coupled,False,1.4475792835286303,0.0684,1.0568836521638634,0.1605913540476139,1.1636366134311893,2x GE 6F.03 CC,f_class,CC,2,258.2149565217392,0.4854040087846994,0.023,162.0,2471.4156854589846,4.05,0.1498422063881923,0.8532862630532603,3.0
8448ee7ffffffff,750000,32.040196596364744,-109.93527484409812,1.1061131924595542,985.83785453468,6564973.984414644,0.2321128804213883,0.6746297564960484,mv_coupled,False,1.5184939176720549,0.1881166684784442,0.6338870008518672,mv_coupled,False,1.4475792835286303,0.0684,1.0568836521638632,0.1324162566791326,1.135461516062708,3x GE 7HA.02 CC,h_class,CC,3,1574.205295774648,0.5194348218934426,0.025,1192.0,43629.2148804187,4.05,0.1246167790711335,0.8280608357362016,3.0
8448eebffffffff,24000,31.564841541933813,-110.64173874595298,1.1050183242544538,31.354446300266485,209871.2240442887,0.2612941128948228,0.704511982900585,lv_direct,False,0.8776774730419749,0.219388085865008,0.6656000939581724,lv_direct,False,0.9892027224065804,0.0684,1.057863056123291,0.191899872549393,1.181362928672684,1x GE LM6000PC SC,aero,SC,1,51.0,0.3722646752424734,0.02,40.0,15233.89493342019,4.0,0.187674519541466,0.89181555879479,3.0
