design_id,site,solar_mw_initial,batt_mw_initial,solar_battery_ratio,year,capacity_fraction,solar_degradation,mean_soc,soc_p90,efc,mean_temp,c_rate_max,c_rate_mean,mean_soc_relative,soc_p90_relative,efc_relative,c_rate_max_relative,c_rate_mean_relative,uptime_pct
8,Chicago,604.9878770501492,331.117235732192,0.45677769968116677,7,0.9256075749767328,0.9577759318338107,0.8765897530318907,1.0,107.10396149303627,29.99687204730841,0.2700928630648731,0.037059887145697835,0.9879000140472747,1.0,1.0807167597227205,1.0803714522594925,1.0742238263472257,99.85159817351598
8,Chicago,604.9878770501492,331.117235732192,0.45677769968116677,8,0.9198297426576181,0.9525081642087249,0.8755791044116105,1.0,107.785432406231,29.996888252164727,0.2717894284193154,0.0372614279987834,0.9867610322342676,1.0,1.087593041672394,1.0871577136772617,1.0800657218045895,99.84018264840184
8,Chicago,604.9878770501492,331.117235732192,0.45677769968116677,9,0.9143761690500158,0.9472693693055769,0.8745995240516458,1.0,108.4374975028833,29.996903735461267,0.2734104501648765,0.03745394071715686,0.9856570637609624,1.0,1.0941726085582388,1.093641800659506,1.0856459263027471,99.84018264840184
8,Chicago,604.9878770501492,331.117235732192,0.45677769968116677,10,0.9091854999193745,0.9420593877743962,0.8736370896583536,1.0,109.06608007792858,29.99691864487431,0.2749713892513351,0.037657389230541745,0.9845724184666679,1.0,1.1005152285160007,1.0998855570053403,1.0915431175071824,99.82876712328768
8,Chicago,604.9878770501492,331.117235732192,0.45677769968116677,11,0.9042273587676392,0.9368780611416371,0.8726952330391672,1.0,109.67393636830039,29.996933046228836,0.27647913721690753,0.03784535444223858,0.9835109639332255,1.0,1.1066487129487907,1.1059165488676301,1.0969915072482335,99.82876712328768
8,Chicago,604.9878770501492,331.117235732192,0.45677769968116677,12,0.8994758839099917,0.9317252318053582,0.8717661908771069,1.0,110.26346973716069,29.996946996282166,0.27793963626157303,0.03801394793889712,0.9824639510497467,1.0,1.1125973126388644,1.1117585450462921,1.1018783853535496,99.82876712328768
9,El Paso,264.9084763166183,160.84077161872622,0.4117557906035558,0,1.0,1.0,0.8088022372588413,1.0,200.55375088945775,29.998195338484116,0.25,0.06749366045572347,1.0,1.0,1.0,1.0,1.0,100.0
9,El Paso,264.9084763166183,160.84077161872622,0.4117557906035558,1,0.9731110248768468,0.99,0.8030298109970613,1.0,206.14209656962393,29.99824010216629,0.25690799262256747,0.06930941917354509,0.992862994195783,1.0,1.027864578225946,1.0276319704902699,1.0269026558281393,100.0
9,El Paso,264.9084763166183,160.84077161872622,0.4117557906035558,2,0.9594993505537186,0.9845550000000001,0.7999589850060229,1.0,209.09263633043622,29.998263718823097,0.26055254738393224,0.0702443750713255,0.9890662366578145,1.0,1.0425765432115253,1.042210189535729,1.0407551553290924,100.0
9,El Paso,264.9084763166183,160.84077161872622,0.4117557906035558,3,0.948409556049926,0.9791399475000001,0.797346892917424,1.0,211.55176745795023,29.99828346108184,0.263599199739442,0.07100311928919768,0.985836655966431,1.0,1.0548382491961192,1.054396798957768,1.0519968662208867,99.98858447488584
